artist,score,weighted_score,url
Swear and Shake,6,6,https://www.youtube.com/watch?v=5zGTQ9gNmbg
Wild Pink,5,5,https://www.youtube.com/watch?v=c2KKNfQA6IY
Max Gowan,1,1,https://www.youtube.com/watch?v=mL1mBCinC08
Declan McKenna,1,1,https://www.youtube.com/watch?v=Ea43VkCiyFo
Varsity,6,6,https://www.youtube.com/watch?v=HVrYD4jZqYM
Flaming Lips (Kliph Scurlock),1,1,https://www.youtube.com/watch?v=3x9cQnV2Bk0
Strange Talk,1,1,https://www.youtube.com/watch?v=tod5J8UEW-A
Greg Ginn,1,1,https://www.youtube.com/watch?v=2j3gg7XUE4s
Common Holly,7,14,https://www.youtube.com/watch?v=8DEo-6aToYo
Mild High Club,1,1,https://www.youtube.com/watch?v=lGvZC5Ryw7A
Come Wind,5,5,https://www.youtube.com/watch?v=j9atAmlitGo
Crying,6,6,https://www.youtube.com/watch?v=PJHzsoRb7_s
Georgia Anne Muldrow & Dudley Perkins,1,1,https://www.youtube.com/watch?v=1tnlO7kQfvw
Fémina,5,5,https://www.youtube.com/watch?v=czUCmM_7qiA
Cigarettes After Sex,8,24,https://www.youtube.com/watch?v=7TRGqjgiaRk
Dan The Automator,1,1,https://www.youtube.com/watch?v=QPM8f3lEExc
The Raveonettes,9,18,https://www.youtube.com/watch?v=6CHXtXfQmOQ
The Donkeys,8,8,https://www.youtube.com/watch?v=guE6sjkXRl4
Jimmy Whoo,1,1,https://www.youtube.com/watch?v=ouDNIZXrvp4
Rosemary Fairweather,1,1,https://www.youtube.com/watch?v=mGrcG-7EeVk
Saintseneca,8,32,https://www.youtube.com/watch?v=QkhyG0q_QJ0
Dean and Britta,1,1,https://www.youtube.com/watch?v=r19X_o1KMIA
Samito,5,5,https://www.youtube.com/watch?v=X0EaoarsSlg
Ruru,1,1,https://www.youtube.com/watch?v=d6SoqP9EKlg
Manatee Commune,9,9,https://www.youtube.com/watch?v=_gPYkbx5pVo
Wess Meets West,5,5,https://www.youtube.com/watch?v=TQHPwQhoK8s
Ti West and Sara Paxton,1,1,https://www.youtube.com/watch?v=z8WEzdx-T8A
Freelance Whales,5,5,https://www.youtube.com/watch?v=vO0hohEdSX8
G. Love,1,1,https://www.youtube.com/watch?v=V_84WuSwKH0
The Fabulous Downey Brothers,1,1,https://www.youtube.com/watch?v=2pjqACUdR6w
Thee Satisfaction,5,5,https://www.youtube.com/watch?v=Ps2eXYNSqUI
Dave McGraw and Mandy Fer,5,5,https://www.youtube.com/watch?v=9jtYzULPNPE
Shovels and Rope,1,1,https://www.youtube.com/watch?v=0ttaoCVTH_4
Barbagallo,5,5,https://www.youtube.com/watch?v=wDeE6niqPms
Blossom & The Kills,1,1,https://www.youtube.com/watch?v=6pq0cC20lLg
Santah,1,1,https://www.youtube.com/watch?v=ESTT0xdE6W8
Islands,6,12,https://www.youtube.com/watch?v=GV0WDGFpQcQ
Cende,8,16,https://www.youtube.com/watch?v=p0jFO9Woobs
No BS! Brass Band,10,20,https://www.youtube.com/watch?v=eeQuZxB6wq0
A Rocket to the Moon,1,1,https://www.youtube.com/watch?v=S2tRQSAeTsA
True Blue,1,1,https://www.youtube.com/watch?v=i1JPb1P47CI
Penicillin Baby,5,5,https://www.youtube.com/watch?v=4jvzsoZjWqs
Ryan Bingham,5,5,https://www.youtube.com/watch?v=xMhHBm9ywo8
Cape Weather,1,1,https://www.youtube.com/watch?v=dTA3tFf5AEA
Pierre Berton,1,1,https://www.youtube.com/watch?v=Mzs2zusFWbE
Forth Wanderers,8,16,https://www.youtube.com/watch?v=KBhZAwIGc1o
Chris Farren,5,5,https://www.youtube.com/watch?v=te8im9NUNTA
Flosstradamus,1,1,https://www.youtube.com/watch?v=SQnCPsDgvj0
Lucy Stone,6,6,https://www.youtube.com/watch?v=DjyP4a00OZE
Epic Rain,4,4,https://www.youtube.com/watch?v=VRj18zBUtwE
Dirty Dozen Brass Band,1,1,https://www.youtube.com/watch?v=HXr3nrd33U0
Dead Confederate,2,2,https://www.youtube.com/watch?v=pKU-ocRdQeY
Strand Of Oaks,13,39,https://www.youtube.com/watch?v=6k-2JZKUGqw
Two Gallants,11,22,https://www.youtube.com/watch?v=SkGyhwjQdB0
Ylja,5,5,https://www.youtube.com/watch?v=pEs6KhvKPpw
Brownout Presents Brown Sabbath,4,4,https://www.youtube.com/watch?v=h0icI4kAHG0
JD Samson + MEN,1,1,https://www.youtube.com/watch?v=HWQdqrpfkfg
Itch,5,5,https://www.youtube.com/watch?v=YO1UVwDJ-3U
Stolas,5,5,https://www.youtube.com/watch?v=HqF4uxLEiOE
Rare Essence,1,1,https://www.youtube.com/watch?v=ysGErZcZRGY
The War on Drugs,5,5,https://www.youtube.com/watch?v=DE9ElyZjZDo
Middle Kids,5,5,https://www.youtube.com/watch?v=tX93DuW65mA
United States of Electronica,2,2,https://www.youtube.com/watch?v=xbOMBi4K6qY
Arcade Fire,1,1,https://www.youtube.com/watch?v=HBUZ_skCDAM
Charlie Murphy,1,1,https://www.youtube.com/watch?v=vgaU-DXQAQE
Sqaure Peg Round Hole,1,1,https://www.youtube.com/watch?v=n8uekRcOlwA
The Veils,9,9,https://www.youtube.com/watch?v=yqAd_frGDHA
K'naan -The Extended Version,1,1,https://www.youtube.com/watch?v=kL2J6OGFk3o
The Ophelias,1,1,https://www.youtube.com/watch?v=ZfJsWhCKyEs
Pusha T,1,1,https://www.youtube.com/watch?v=fmojloP6NrM
Archie Powell & The Exports,8,8,https://www.youtube.com/watch?v=XJOIe5PDO3A
Kristin Hersh,8,8,https://www.youtube.com/watch?v=lJ_FKZTvUXw
Three Mile Pilot,5,5,https://www.youtube.com/watch?v=jyOOBF42xKk
Chimurenga Renaissance,9,9,https://www.youtube.com/watch?v=7GpVidrwLyE
Royal Canoe,5,5,https://www.youtube.com/watch?v=3wAJGeCqbf8
Magic Potion,2,2,https://www.youtube.com/watch?v=G0EZSJCCA08
Maybe April,5,5,https://www.youtube.com/watch?v=tGWBdhzUFJ8
Between Mountains,5,5,https://www.youtube.com/watch?v=z2Jj_BRQGFE
"Eli ""Paperboy"" Reed",1,1,https://www.youtube.com/watch?v=iFiLbuh6aoI
Carly Rae Jepsen,1,1,https://www.youtube.com/watch?v=tv_VQe3VJvw
Field Mouse,5,5,https://www.youtube.com/watch?v=n6Hx-IEKMg4
UDF,5,5,https://www.youtube.com/watch?v=Vb_kTGNOYlM
Fortunate Youth,10,10,https://www.youtube.com/watch?v=NOJMaoqGfmk
White Mystery,8,8,https://www.youtube.com/watch?v=gUk7bHOmx-w
Lay Low,4,4,https://www.youtube.com/watch?v=8_ojEcg9cAE
Agent Fresco,10,10,https://www.youtube.com/watch?v=3UcxnrWRwKg
Rodrigo y Gabriela,9,18,https://www.youtube.com/watch?v=_UJUaULy-m8
Ky-Mani Marley,1,1,https://www.youtube.com/watch?v=042-u0dXf0M
The Duke Spirit,1,1,https://www.youtube.com/watch?v=27Og7ef4eTE
Steve Wynn & The Miracle 3,2,2,https://www.youtube.com/watch?v=MKMxflK_dok
Merk,1,1,https://www.youtube.com/watch?v=VAaLn65qvic
FIDLAR,8,24,https://www.youtube.com/watch?v=3K6Za0doLAM
Sleep ∞ Over,2,2,https://www.youtube.com/watch?v=2wQpRzm4mYI
Lil Yachty,1,1,https://www.youtube.com/watch?v=Gz8Fo7R-dqg
Public Service Broadcasting,10,20,https://www.youtube.com/watch?v=mScesON6Kx4
Over the Rhine,5,5,https://www.youtube.com/watch?v=z5nCZkEc8gk
the GROWLERS,1,1,https://www.youtube.com/watch?v=5RuT0Akv054
School of Rock,5,5,https://www.youtube.com/watch?v=4ET_Kob0pfs
Otis Clay,1,1,https://www.youtube.com/watch?v=ZWpE6_6Rky8
Banks,1,1,https://www.youtube.com/watch?v=AbwPwWqA-QQ
Savages,6,12,https://www.youtube.com/watch?v=BGLiK6awsOQ
Aimee Mann,7,21,https://www.youtube.com/watch?v=DY-gX-tcV-k
Fufanu,13,13,https://www.youtube.com/watch?v=r93xFe-QjVU
John Congleton And The Nighty Nite,1,1,https://www.youtube.com/watch?v=DouAiv06tMY
Bonus Track: Frank Black,1,1,https://www.youtube.com/watch?v=del_Rqg9tpE
A Million Years Ago,5,5,https://www.youtube.com/watch?v=Vq9_MfmPPiw
CHKBNS,5,5,https://www.youtube.com/watch?v=qDt0Ag2FcuE
Vince Staples,2,4,https://www.youtube.com/watch?v=aJzJQRmEDpI
Go Long Mule,1,1,https://www.youtube.com/watch?v=MTOC0DLTn9A
DJ Heidi,1,1,https://www.youtube.com/watch?v=Z7Xu7RA9zLg
Girl Talk,1,1,https://www.youtube.com/watch?v=AqQaNiCNPB4
A. Sinclair,4,4,https://www.youtube.com/watch?v=xNhIk-dyLh4
These United States,4,4,https://www.youtube.com/watch?v=rwcvpB1_0sE
Flaming Lips (Michael Ivins),1,1,https://www.youtube.com/watch?v=HJDdYPADl-w
Frightened Rabbit,21,21,https://www.youtube.com/watch?v=B_PzQ4KkrjA
Small Black,12,24,https://www.youtube.com/watch?v=IqeTj77u9TY
Ohyeahsumi,1,1,https://www.youtube.com/watch?v=9_QAjreBuBs
Temples,17,34,https://www.youtube.com/watch?v=JkENXPbQloY
Sleepy Sun,2,2,https://www.youtube.com/watch?v=h12mzjSywss
Thunderpussy,6,6,https://www.youtube.com/watch?v=GklXchiXf1E
Puffy Ami Yumi,1,1,https://www.youtube.com/watch?v=DXqJrXaFnMM
Rachel Barton Pine,1,1,https://www.youtube.com/watch?v=gSZzJu67EJc
Wild Powwers,5,5,https://www.youtube.com/watch?v=rfiZLXMw5Nc
Knut Bell And The Blue Collars,1,1,https://www.youtube.com/watch?v=e_z32H5_4HE
Jolie Holland,9,18,https://www.youtube.com/watch?v=-QcN462RBA8
Adele,1,1,https://www.youtube.com/watch?v=XfzpYcwiUrA
Mike Scott (The Waterboys),1,1,https://www.youtube.com/watch?v=yOZ9EdRJ4FA
Noah Gundersen,18,18,https://www.youtube.com/watch?v=xELNcdsMCo0
Devil Makes Three,1,1,https://www.youtube.com/watch?v=pgqT64KzYws
Les Savy Fav,3,3,https://www.youtube.com/watch?v=bGhJtyS2_0o
The Delta Saints,5,5,https://www.youtube.com/watch?v=RjPH5OXHHaw
Sister Sparrow & The Dirty Birds,4,4,https://www.youtube.com/watch?v=kSDfH289QP8
Jhené Aiko,1,1,https://www.youtube.com/watch?v=tlLvrdID5jk
Magic Giant,5,5,https://www.youtube.com/watch?v=ijYZAHCcrsA
Amadou & Mariam,5,5,https://www.youtube.com/watch?v=9Jh62Vboh0g
Futurebirds,16,32,https://www.youtube.com/watch?v=ObNsbOOKpB8
Hospitality,6,12,https://www.youtube.com/watch?v=NIICcpjxCyI
August Kleinzahler,1,1,https://www.youtube.com/watch?v=Dq6Xuzww8tU
Jello Biafra,5,5,https://www.youtube.com/watch?v=GC5gzrf-AYk
Being As An Ocean,6,6,https://www.youtube.com/watch?v=uLvLnOh4480
Unbunny,5,5,https://www.youtube.com/watch?v=xKIrrUPoi2g
Feist,2,2,https://www.youtube.com/watch?v=rnSIk1J_v_U
Admiral Radley,5,10,https://www.youtube.com/watch?v=SsU3kTOHV4k
Chuck Brown,1,1,https://www.youtube.com/watch?v=9ZjeheDR3tA
Das Racist,5,10,https://www.youtube.com/watch?v=X71YkQSea5U
Elia,5,5,https://www.youtube.com/watch?v=W_-ZuWdPZ1A
Minus,1,1,https://www.youtube.com/watch?v=yxzDIeLo7-k
Alice Cooper,1,1,https://www.youtube.com/watch?v=dC3vGbUnyaQ
Shelby Earl,16,16,https://www.youtube.com/watch?v=VJscrMSFrUc
The Revolutionary Hydra,5,5,https://www.youtube.com/watch?v=Q4zp7e1qCUY
Yo La Tengo,6,12,https://www.youtube.com/watch?v=g-Q7y8J-eK8
Dan Deacon,6,18,https://www.youtube.com/watch?v=xvTRD7iB2_M
Kevin Morby,19,57,https://www.youtube.com/watch?v=iaEdyNX_bL4
Action Bronson,1,1,https://www.youtube.com/watch?v=Maz8clo6Pcc
Ashley Shadow,5,5,https://www.youtube.com/watch?v=-gYdGOXphlc
Twin Shadow,10,20,https://www.youtube.com/watch?v=gGkHQlouXAE
Title Fight,1,1,https://www.youtube.com/watch?v=DMFR1mlzOew
Bernache,1,1,https://www.youtube.com/watch?v=T1Pxbi-1t7I
Gossip,1,1,https://www.youtube.com/watch?v=9E6XOhTyepU
Yung Lean,1,1,https://www.youtube.com/watch?v=723ywF5faV4
Teenage Wildlife,1,1,https://www.youtube.com/watch?v=Ijda8XeDj-g
Valerie June,19,57,https://www.youtube.com/watch?v=GPuuMUAADfk
Cameron Carpenter,1,1,https://www.youtube.com/watch?v=0TaN0rsGwDk
Tweedy,8,24,https://www.youtube.com/watch?v=m62pvkFzms4
eighth blackbird,1,1,https://www.youtube.com/watch?v=wVpfyWhon3M
State of the Artist,4,4,https://www.youtube.com/watch?v=RNktSmk93uY
Floating Points,5,10,https://www.youtube.com/watch?v=C4hv0UWb7Qw
Turtle Giant,7,7,https://www.youtube.com/watch?v=z4-2dxORAG4
Owen Pallett,8,8,https://www.youtube.com/watch?v=MxZ1-8KHKsI
Grizzly Bear,3,3,https://www.youtube.com/watch?v=X_a3HaW6XeE
Chico Sonido,1,1,https://www.youtube.com/watch?v=LOytgj60AKg
Jason Schwartzman,1,1,https://www.youtube.com/watch?v=Y0OrN9Ucnyg
Different Sleep,1,1,https://www.youtube.com/watch?v=g5E8jKo2XaM
Arliss Nancy,1,1,https://www.youtube.com/watch?v=EMVeHoZTij0
Chanel West Coast,1,1,https://www.youtube.com/watch?v=nB8K-dj2ltU
Kitty {Pryde},1,1,https://www.youtube.com/watch?v=jbYRsU4FHaQ
Sloucher,1,1,https://www.youtube.com/watch?v=anl0AQ5WzeI
Isobel Campbell & Willy Mason,1,1,https://www.youtube.com/watch?v=sPG3qhYsyt8
Ben Sollee and Daniel Martin Moore,3,3,https://www.youtube.com/watch?v=lHkMabJLgj0
Cousins,5,5,https://www.youtube.com/watch?v=Iw8Dt4HtlEY
Låpsley,5,5,https://www.youtube.com/watch?v=LErzQgVT9gU
Balance and Composure,6,6,https://www.youtube.com/watch?v=G5DhfSiyp7A
River City Extension,5,5,https://www.youtube.com/watch?v=2MgBrhsUICY
Ralph Castelli,1,1,https://www.youtube.com/watch?v=p7rlrXy9MYU
Protomartyr,6,12,https://www.youtube.com/watch?v=pv2ZZcJQjNg
Harry Shearer,1,1,https://www.youtube.com/watch?v=NMNR8HKIjTU
Axel Boman,1,1,https://www.youtube.com/watch?v=Us8PsXVRajk
Ximena Sarinana,1,1,https://www.youtube.com/watch?v=zqX6cBDZ7OA
The Secret Sisters,1,1,https://www.youtube.com/watch?v=NsEQbJGZcbM
Tara Terra,5,5,https://www.youtube.com/watch?v=0mwBmDh5XRU
The Defibulators,6,6,https://www.youtube.com/watch?v=D5ESBPxY7no
People Get Ready,1,1,https://www.youtube.com/watch?v=rpsz4T6d2ss
Moses Sumney,7,14,https://www.youtube.com/watch?v=G8SRCP7rElI
What's In My Bag?,4,4,https://www.youtube.com/watch?v=KXybI3_6qoE
Thom Gillies,1,1,https://www.youtube.com/watch?v=yUej8qi8V4I
Ta-ku & Wafia,1,1,https://www.youtube.com/watch?v=eXs09v4vzio
Ponderosa,4,4,https://www.youtube.com/watch?v=KdQxmnxU-CI
Josh Berwanger,4,4,https://www.youtube.com/watch?v=OjB6HLMJf4g
Savoy Motel,5,5,https://www.youtube.com/watch?v=iAom8tyDWqU
Step Rockets,5,5,https://www.youtube.com/watch?v=FtwG4REY3eQ
Fauna Shade,5,5,https://www.youtube.com/watch?v=YByrRJNY0p8
GIVERS,1,1,https://www.youtube.com/watch?v=1dqybmBDgtQ
Bun B,1,1,https://www.youtube.com/watch?v=ZD36R6tNLJA
K Phillips,5,5,https://www.youtube.com/watch?v=_ILK1Eqwk-g
DJ TLR,1,1,https://www.youtube.com/watch?v=PkDLuJ_jj3A
Beauty Pill,1,1,https://www.youtube.com/watch?v=Q-AJMUh2_Ug
Jens Lekman,8,24,https://www.youtube.com/watch?v=cDL1iSFPw3Q
Land of Talk,7,14,https://www.youtube.com/watch?v=e8PsBUFshx8
Parker Millsap,5,5,https://www.youtube.com/watch?v=UOSC9jYAorE
Deer Tick,12,12,https://www.youtube.com/watch?v=nSLscR4TzGs
The Portland Cello Project,4,4,https://www.youtube.com/watch?v=NIj4wAF4TNI
Trail of Dead,1,1,https://www.youtube.com/watch?v=MeuTf_LOVkY
Steve Martin and the Steep Canyon Rangers,1,1,https://www.youtube.com/watch?v=ZyHipL45pwM
Dead Sheriff,1,1,https://www.youtube.com/watch?v=7ulOoBvgU-g
Hydra Melody,6,6,https://www.youtube.com/watch?v=pdYeqe7FsjE
Dustin Kensrue,1,1,https://www.youtube.com/watch?v=uAyR1dD4xrM
Systems Officer,4,4,https://www.youtube.com/watch?v=k7hXVnhzjTA
White Poppy,1,1,https://www.youtube.com/watch?v=RWK0qoIqJxc
Ric Wilson,5,5,https://www.youtube.com/watch?v=ft9cyFvvHS4
Matthew Logan Vasquez,4,4,https://www.youtube.com/watch?v=iwyupv6rIL0
Saskatchewan,1,1,https://www.youtube.com/watch?v=rFzxal8e9W4
Mike Mains & The Branches,6,6,https://www.youtube.com/watch?v=uNnb9DrRRXs
The Madcaps,5,5,https://www.youtube.com/watch?v=6aWA8o7zkMw
The Rosebuds,8,8,https://www.youtube.com/watch?v=1b_tU3-CCU8
Eyelids,6,6,https://www.youtube.com/watch?v=R5A47MkWdpk
Matt Pond PA,5,5,https://www.youtube.com/watch?v=59c2rX8H5Vc
Luke Winslow-King,6,12,https://www.youtube.com/watch?v=uKy35F1JtLE
Cuushe,1,1,https://www.youtube.com/watch?v=jILnBJTBtLI
Ne-Hi,3,3,https://www.youtube.com/watch?v=YO4u_tyepbI
Kristen,4,4,https://www.youtube.com/watch?v=bTeVlmCqGCQ
Such Gold,6,6,https://www.youtube.com/watch?v=7nAp2EjICrs
Ian Moore and The Lossy Coils,5,5,https://www.youtube.com/watch?v=WjRf7Yn6kzc
Michael Monroe and Sami Yaffa,1,1,https://www.youtube.com/watch?v=qDaIDpCOWDA
Hjaltalín,8,8,https://www.youtube.com/watch?v=--xJurJrYQg
Penny and Sparrow,5,5,https://www.youtube.com/watch?v=fRbcttVvAzU
Benjamin Verdoes,5,5,https://www.youtube.com/watch?v=3YXgrOJKjPY
Sofia Rei,1,1,https://www.youtube.com/watch?v=eKSjxfYbxzc
Uncle Frank (Jimmy Kimmel Live!),1,1,https://www.youtube.com/watch?v=-NMUu2D3FF4
Phantogram,20,60,https://www.youtube.com/watch?v=3bO9PxfEohA
YG,5,10,https://www.youtube.com/watch?v=gY9MIwHN4N0
Secret Chiefs 3,1,1,https://www.youtube.com/watch?v=S74hBpQZ6LU
Black Dub,1,1,https://www.youtube.com/watch?v=86N4lNuVz_8
Rhye,1,1,https://www.youtube.com/watch?v=cmFZV0ybg3M
THEESatisfaction,11,11,https://www.youtube.com/watch?v=nxcDBLq2wdo
Snoop Dogg,7,7,https://www.youtube.com/watch?v=7QawBM-kRts
Lost in the Trees,5,10,https://www.youtube.com/watch?v=5AijIO21Fn0
Paupière,5,5,https://www.youtube.com/watch?v=Zi2FvDauEuc
The One AM Radio,6,18,https://www.youtube.com/watch?v=upu2GZfB25M
The Glitch Mob,1,1,https://www.youtube.com/watch?v=0ifAmrrVCJk
Wintersleep,5,5,https://www.youtube.com/watch?v=-Iiu0Z1Nwqk
Roky Erickson & Will Sheff,1,1,https://www.youtube.com/watch?v=27Yk378QGeE
Bombino,7,14,https://www.youtube.com/watch?v=eStpy1-39H4
Sims,7,7,https://www.youtube.com/watch?v=i_HBfk6eQCE
Day Wave,6,6,https://www.youtube.com/watch?v=08xrXurmlkY
Peter Murphy,2,4,https://www.youtube.com/watch?v=ET3YKj_5XHw
Filthy Friends,5,5,https://www.youtube.com/watch?v=DAhmOrbiIkE
Timmy Thomas,1,1,https://www.youtube.com/watch?v=iVGMmEJrUiQ
Kat Wright,5,5,https://www.youtube.com/watch?v=ONF_R5hUapY
Delorean,5,5,https://www.youtube.com/watch?v=dwKErp1fgFI
Ratboys,5,5,https://www.youtube.com/watch?v=OoDCqsGoZZk
The Pains Of Being Pure At Heart,6,6,https://www.youtube.com/watch?v=rcsbTtGEJ28
Kid Congo Powers,1,1,https://www.youtube.com/watch?v=8YTweVfuXlg
Bo Ningen,4,4,https://www.youtube.com/watch?v=PnuF1_fq538
Hunx and His Punx,1,1,https://www.youtube.com/watch?v=H5PgeIsb_jw
Fantastic Negrito,1,1,https://www.youtube.com/watch?v=ymYjwsFz8iM
Miri,1,1,https://www.youtube.com/watch?v=uQ3C2KrbqVo
Tokyo Police Club,4,4,https://www.youtube.com/watch?v=HvX2oJwHJrI
The Radio Dept.,3,3,https://www.youtube.com/watch?v=TLabZB8K-uw
Spissy,5,5,https://www.youtube.com/watch?v=7RvT_KNWXpg
Shearwater,15,30,https://www.youtube.com/watch?v=AaQ2mvSvRVo
Heligoats,2,2,https://www.youtube.com/watch?v=nCuk4NkNtGA
Stickers,5,5,https://www.youtube.com/watch?v=B165GzIUqRE
The Damned,1,1,https://www.youtube.com/watch?v=NrYWSaaS4Rk
Black Bananas,1,1,https://www.youtube.com/watch?v=eDOH_xFqp78
Nick Harmer (Death Cab For Cutie),1,1,https://www.youtube.com/watch?v=zTD-5SNjsck
Taj Mahal,1,1,https://www.youtube.com/watch?v=YLziJcPIcG0
Huun‐Huur‐Tu,5,5,https://www.youtube.com/watch?v=M0oWJPL-X2k
Lady Gaga,1,1,https://www.youtube.com/watch?v=ml5j-C0UVXg
Andrew Joslyn,5,5,https://www.youtube.com/watch?v=KG864zZY5vw
Henrietta,5,5,https://www.youtube.com/watch?v=7aZm58XcPSQ
Nic Hessler,6,6,https://www.youtube.com/watch?v=6y4ZF8Fkg-A
Say Hi,5,10,https://www.youtube.com/watch?v=Z0AxF6UAL3U
AFI,2,4,https://www.youtube.com/watch?v=UJKrhE2fjs0
The Brian Jonestown Massacre,1,1,https://www.youtube.com/watch?v=_voU8mhRIrs
Ashley Monroe,1,1,https://www.youtube.com/watch?v=xoMzPhYYIsM
Blue Giant,5,5,https://www.youtube.com/watch?v=LLITfKji-CE
Warbringer,1,1,https://www.youtube.com/watch?v=UMWpSM0NeBk
Valdimar,11,11,https://www.youtube.com/watch?v=L-n78gVtgVo
Amos Miller,11,11,https://www.youtube.com/watch?v=ANeYEjdUrMY
Cedric Watson,5,5,https://www.youtube.com/watch?v=eXp4Wswm8fc
Cory Branan,6,6,https://www.youtube.com/watch?v=GPICNilzbMU
Zig Zags,5,5,https://www.youtube.com/watch?v=xbePi3U0rxM
Drangar,9,9,https://www.youtube.com/watch?v=KpYhoCIxIHo
Incan Abraham,4,4,https://www.youtube.com/watch?v=dnqOG5tJUCg
Robb Reiner (Anvil),1,1,https://www.youtube.com/watch?v=VWXe0HcGmfU
Bad Cop,5,5,https://www.youtube.com/watch?v=h_m2qvqQXso
Joey Bada$$,1,1,https://www.youtube.com/watch?v=b_uGUjLhM7g
PINKY,1,1,https://www.youtube.com/watch?v=G6kKYJ0B6VA
July Talk,8,8,https://www.youtube.com/watch?v=i0Vpk_R1Zqg
New Order,1,1,https://www.youtube.com/watch?v=wnkNbPwO0Zs
Vertical Scratchers,6,6,https://www.youtube.com/watch?v=Lm3HghvJRmI
Light Asylum,5,5,https://www.youtube.com/watch?v=diOXJtnDuXU
Eef Barzelay,5,5,https://www.youtube.com/watch?v=v4dnhNhVULA
Test Apes,5,5,https://www.youtube.com/watch?v=A1eCMTEzbuk
Molina y Los Cósmicos,5,5,https://www.youtube.com/watch?v=hkL30tkxmzg
Tangerine,9,9,https://www.youtube.com/watch?v=9d0CI0lrIwM
Strangers You Know,6,6,https://www.youtube.com/watch?v=oZjXx2Ao8Uk
Cloud Cult,19,19,https://www.youtube.com/watch?v=GYVh2Ab5MBk
X,5,5,https://www.youtube.com/watch?v=3giBqOkBxmQ
Plants and Animals,5,5,https://www.youtube.com/watch?v=3F1jN47XIUE
St. Paul & the Broken Bones,14,14,https://www.youtube.com/watch?v=gtFHbq5n2co
Monika,1,1,https://www.youtube.com/watch?v=CEayGhxI0gk
Microwave,13,13,https://www.youtube.com/watch?v=FiU2elacrTo
OCnotes,4,4,https://www.youtube.com/watch?v=ymgEfgyRTRk
OFF!,5,5,https://www.youtube.com/watch?v=h3ZXa8I2xuE
Cory Hanson,5,5,https://www.youtube.com/watch?v=N6np_5QKNNc
Asa,1,1,https://www.youtube.com/watch?v=3xhbe1WYCR8
Drenge,5,5,https://www.youtube.com/watch?v=aAZrDN1nm80
Tim Ranow,1,1,https://www.youtube.com/watch?v=DBlgJuNB24A
Brian Marquis,4,4,https://www.youtube.com/watch?v=mrIyNHVx25o
Jónsi,1,1,https://www.youtube.com/watch?v=oKs7NHAO4nI
Diane Birch,5,5,https://www.youtube.com/watch?v=IDgj2QCeU-A
Murder by Death,5,5,https://www.youtube.com/watch?v=QXy1HwYl2ao
Prins Póló,1,1,https://www.youtube.com/watch?v=X9gwiyBEO6M
Sage Francis,1,1,https://www.youtube.com/watch?v=76dgsEA1ZEs
The Shins,7,21,https://www.youtube.com/watch?v=s8pj-zosFxc
Tobacco,5,5,https://www.youtube.com/watch?v=RvZXjOagzJk
Vikesh Kapoor,5,5,https://www.youtube.com/watch?v=jbY8fma5XBg
Penguin Prison,5,5,https://www.youtube.com/watch?v=SkShF8P48mA
Rolling Coastal Blackout Fever,1,1,https://www.youtube.com/watch?v=FXMDvTDnLYU
Damian Pink Eyes Abraham,1,1,https://www.youtube.com/watch?v=dtmhUcPdURI
Los Colognes,5,5,https://www.youtube.com/watch?v=wUPnXhAAvto
The Heligoats,1,1,https://www.youtube.com/watch?v=gtnY_HxqCJQ
Mary Halvorson Quintet,1,1,https://www.youtube.com/watch?v=xJwyBBcP51A
Citay,4,4,https://www.youtube.com/watch?v=kpmevZ5bwZI
Grand Archives,3,3,https://www.youtube.com/watch?v=hskm3oK5xjY
The Stepkids,4,4,https://www.youtube.com/watch?v=6wgamOsU2ws
Mike Krol,4,4,https://www.youtube.com/watch?v=bynzQVKFG9M
Rökkurró,6,6,https://www.youtube.com/watch?v=7Gvt14n0gUA
Jakob Ogawa,2,2,https://www.youtube.com/watch?v=uUseHHMjMqo
Lou Rebecca,1,1,https://www.youtube.com/watch?v=zLdZoszNa8M
Matt Haimovitz & Christopher O'Riley,1,1,https://www.youtube.com/watch?v=KPw-UZBnOO0
Abigail Washburn,2,4,https://www.youtube.com/watch?v=mWjJEBjfTtE
Sphaeras,4,4,https://www.youtube.com/watch?v=V4-E8hcigzc
Blunt Mechanic,4,4,https://www.youtube.com/watch?v=AyNyjFMyNoU
Blue Scholars,9,9,https://www.youtube.com/watch?v=pCw9lLhlj7Q
SISTERS,5,5,https://www.youtube.com/watch?v=C9gnpUI3x1U
Ólöf Arnalds,7,7,https://www.youtube.com/watch?v=0lk5JEllJH0
Mayday Parade,5,5,https://www.youtube.com/watch?v=dGsJpmxgjLw
The Vaselines,13,26,https://www.youtube.com/watch?v=8sJCtzAs7Eo
LEISURE,1,1,https://www.youtube.com/watch?v=m7JQb4uB3YQ
Liars,10,20,https://www.youtube.com/watch?v=QEo4Jc1Axt4
Stolen Jars,7,7,https://www.youtube.com/watch?v=sl4HHi3DFyg
The Builders And The Butchers,1,1,https://www.youtube.com/watch?v=jB2mKsahhkg
Raz Simone,5,5,https://www.youtube.com/watch?v=p4waAUp2SfE
Captured By Robots,1,1,https://www.youtube.com/watch?v=7B0t_v8NYjI
Built To Spill,5,5,https://www.youtube.com/watch?v=wb7mCHYIkH8
VentureX,1,1,https://www.youtube.com/watch?v=8CifrGCX4Yo
