artist,score,weighted_score,url
Wire,13,13,https://www.youtube.com/watch?v=9Wu9UOZa_bs
Hooded Fang,1,1,https://www.youtube.com/watch?v=PMkzjh_Q3gg
Jherek Bischoff,5,5,https://www.youtube.com/watch?v=_2WXY9RisNU
Derek Gripper,1,1,https://www.youtube.com/watch?v=55QnOlXckOk
Trio Da Kali,6,6,https://www.youtube.com/watch?v=w0ckhPaMeS4
Feist pt. 1,1,1,https://www.youtube.com/watch?v=p6JqsUobYUI
Guantanamo Baywatch,5,5,https://www.youtube.com/watch?v=c_q9BlDG4SI
Syd Arthur,6,6,https://www.youtube.com/watch?v=0hnH5CB8g8Y
Fareed Haque's MathGames!,6,6,https://www.youtube.com/watch?v=h7Jjx1i9kG0
Danny Malone,5,5,https://www.youtube.com/watch?v=0BxNb2TNeI8
Thundercat,4,12,https://www.youtube.com/watch?v=fh2lO_NpFjw
Paloma Faith,1,1,https://www.youtube.com/watch?v=eHm8BLFDMSA
Anderson .Paak & The Free Nationals,1,1,https://www.youtube.com/watch?v=ferZnZ0_rSM
Half Waif,9,18,https://www.youtube.com/watch?v=i9cdiAMTfwg
Summer Babes,4,4,https://www.youtube.com/watch?v=3VI8IOkjsMo
Kurt Vile,9,18,https://www.youtube.com/watch?v=8-jABSI91fI
Prussia,1,1,https://www.youtube.com/watch?v=gB3_NoHbiVA
Zedd,1,1,https://www.youtube.com/watch?v=qdXDOgrnD-I
Lozen,5,5,https://www.youtube.com/watch?v=pIdx413BDmI
Moon Gogo,5,5,https://www.youtube.com/watch?v=LVCp-1sKc38
Regulo Caro,1,1,https://www.youtube.com/watch?v=sdkNHLhpq_s
Museum of Love,5,5,https://www.youtube.com/watch?v=3rqoGFli9ms
Duran Duran,2,2,https://www.youtube.com/watch?v=wD3Qc_AxY3w
Nicolas Winding Refn,1,1,https://www.youtube.com/watch?v=HSMijg8Q_n0
Paul Banks,7,7,https://www.youtube.com/watch?v=27MsFHPOlnI
The ATL Twins,1,1,https://www.youtube.com/watch?v=wHYMLth8n_U
The Mars Volta,2,2,https://www.youtube.com/watch?v=LoJuznaJ5tE
Mac Danzig (UFC),1,1,https://www.youtube.com/watch?v=gQx2oKfXhnQ
Bunbury,1,1,https://www.youtube.com/watch?v=P4lJ0a210QA
The Revivalists,4,4,https://www.youtube.com/watch?v=BevRLsk816A
Bloodshot Bill,5,5,https://www.youtube.com/watch?v=MqaairzX0xg
CHAPPO,5,5,https://www.youtube.com/watch?v=dKwjrhRTsVM
Alex Anwandter,5,5,https://www.youtube.com/watch?v=J5qH5U5qjxw
The Waterboys,4,4,https://www.youtube.com/watch?v=5R1aYl4Z0g0
Parenthetical Girls,5,5,https://www.youtube.com/watch?v=d5qpxLVZLx8
Line & Circle,4,4,https://www.youtube.com/watch?v=s-sDCqDqCxg
"Yo-Yo Ma, Edgar Meyer, Chris Thile And Stuart Duncan",1,1,https://www.youtube.com/watch?v=O7EcT5YzKhQ
Mikaela Davis,6,6,https://www.youtube.com/watch?v=Zio_3Pw8vbs
Margaret Glaspy,6,12,https://www.youtube.com/watch?v=cdF830wK0-M
Vampire Weekend,1,1,https://www.youtube.com/watch?v=Qd2p7X1isvU
The Zombies,12,48,https://www.youtube.com/watch?v=kAvBAiR51c0
NZCA/LINES,1,1,https://www.youtube.com/watch?v=eA6g_fAJ2eY
Bob Weir,1,1,https://www.youtube.com/watch?v=1eFORZUush8
Ocote Soul Sounds,5,5,https://www.youtube.com/watch?v=QG_aglTbd2A
Galactic,9,9,https://www.youtube.com/watch?v=0u_BES2waUA
Lapsley,1,1,https://www.youtube.com/watch?v=jsuYzA6NOgw
Feist pt. 2,1,1,https://www.youtube.com/watch?v=g8-iK8rnNpw
Enchanted Hunters,5,5,https://www.youtube.com/watch?v=7qCOxamIX2o
Pretty Lights,1,1,https://www.youtube.com/watch?v=WH5eFBKL07U
Nathan Salsburg,1,1,https://www.youtube.com/watch?v=ZNIpnL204f4
MEN,1,1,https://www.youtube.com/watch?v=5os4iXyRHCQ
Diiv,1,1,https://www.youtube.com/watch?v=p5Un9GH-Z0Q
Novalima,9,9,https://www.youtube.com/watch?v=OKmY1lvpCss
Gold & Youth,5,5,https://www.youtube.com/watch?v=8MmPho1-8CU
Oathbreaker,3,3,https://www.youtube.com/watch?v=ixGHUN1raO0
Vondelpark,1,1,https://www.youtube.com/watch?v=GukSWwq4sMo
Esmé Patterson,1,1,https://www.youtube.com/watch?v=0MYcKEi8zZs
Fraternal Twin,7,7,https://www.youtube.com/watch?v=JvmMAPxTJtg
The Bros  Landreth,1,1,https://www.youtube.com/watch?v=1e4867byBJc
The Dismemberment Plan,17,51,https://www.youtube.com/watch?v=65lw7E892Go
Spendtime Palace,1,1,https://www.youtube.com/watch?v=zmmQFCAI5wQ
A Dead Forest Index,5,5,https://www.youtube.com/watch?v=RmeE2VXFnfk
White Arrows,5,5,https://www.youtube.com/watch?v=smKBlqqYQrs
Aye Nako,5,5,https://www.youtube.com/watch?v=IUpuDCseeeM
Wale,1,1,https://www.youtube.com/watch?v=sIoYDIzMsnU
BUM,7,7,https://www.youtube.com/watch?v=vm8kwDV7H9c
Fool's Gold,4,8,https://www.youtube.com/watch?v=RpBiZOahNJI
Barry Douglas,1,1,https://www.youtube.com/watch?v=P6H3jeut9jw
Casiokids,4,4,https://www.youtube.com/watch?v=yrLEX_NCYCk
DJ Bonebrake (X),1,1,https://www.youtube.com/watch?v=WfMHGHSF1Uw
Haunted Horses,5,5,https://www.youtube.com/watch?v=mygKBHabBlc
Maldita Vecindad,1,1,https://www.youtube.com/watch?v=F-nko3IVLqk
Habibi,1,1,https://www.youtube.com/watch?v=fBaWW5B4dRs
Diego El Cigala,1,1,https://www.youtube.com/watch?v=-Q9uIhuvUKc
The Weather,5,5,https://www.youtube.com/watch?v=WltAqhUFtlU
The Tragic Thrills,6,6,https://www.youtube.com/watch?v=CazO8Ar4Szg
Kembra Pfahler (Voluptuous Horror of Karen Black),1,1,https://www.youtube.com/watch?v=gY34aOEcmEI
Ivan And Alyosha,1,1,https://www.youtube.com/watch?v=CJvKxdcoHBE
Olo Walicki Kaszebe II,5,5,https://www.youtube.com/watch?v=SJVst07TTrg
Behemoth,1,1,https://www.youtube.com/watch?v=Lk21TGskpoU
Young The Giant,1,1,https://www.youtube.com/watch?v=Sd5dDcPH0qc
River Whyless,9,18,https://www.youtube.com/watch?v=1BfhcwFB87Q
Jim Guthrie,1,1,https://www.youtube.com/watch?v=7_qK8l4tDog
Jake Bugg,6,12,https://www.youtube.com/watch?v=t-pxNlNAW64
The Moondoggies,18,18,https://www.youtube.com/watch?v=k_epymM_vL0
First Aid Kit,12,36,https://www.youtube.com/watch?v=Jtx7q7_IUXc
Miya Folick,1,1,https://www.youtube.com/watch?v=u3tVUe3IHu0
Petite League,2,2,https://www.youtube.com/watch?v=TqWp8wJSUnA
Shawn Smith,5,5,https://www.youtube.com/watch?v=EnuTY_Xdjos
Virgin Islands,4,4,https://www.youtube.com/watch?v=n3KD0c1AG8o
Sufjan Stevens,1,1,https://www.youtube.com/watch?v=qPWA5X-RVpg
Clark,1,1,https://www.youtube.com/watch?v=p2OVKfJsUCg
Marmozets,5,5,https://www.youtube.com/watch?v=62ig6eqG1FY
Youth Lagoon,5,5,https://www.youtube.com/watch?v=Fe_wuyd9wn0
Courtney Marie Andrews,4,4,https://www.youtube.com/watch?v=4xz6nOLSF7I
Kelli Schaefer,4,4,https://www.youtube.com/watch?v=-P713X4QvTQ
Chaos Chaos,5,5,https://www.youtube.com/watch?v=HAipJOZW8dI
Lithics,5,5,https://www.youtube.com/watch?v=2x5GMHmE0yg
Teddy Abrams,1,1,https://www.youtube.com/watch?v=A4CnP6RPugo
Lord Huron,14,42,https://www.youtube.com/watch?v=H7SAAMXz50Q
MS MR,1,1,https://www.youtube.com/watch?v=nAmsfQXcapg
Capsula,23,23,https://www.youtube.com/watch?v=CfSKlHOdNBg
Lulacruza,5,5,https://www.youtube.com/watch?v=TTTV0hVeR0o
DJ Scratch,1,1,https://www.youtube.com/watch?v=HMM4FvfsRv8
Robert Randolph,1,1,https://www.youtube.com/watch?v=Cwc4EtI7PAg
Ben Folds,1,1,https://www.youtube.com/watch?v=VNMms_zGbnI
Natalia Lafourcade,2,4,https://www.youtube.com/watch?v=JODaYjDyjyQ
Danilo Brito,1,1,https://www.youtube.com/watch?v=FdBwOOwcwTU
Mister Lies,3,3,https://www.youtube.com/watch?v=yI0ZBHM1_eA
Buyepongo,5,5,https://www.youtube.com/watch?v=sn4SsI91PJ0
Will Phalen,8,8,https://www.youtube.com/watch?v=d8urw6J-93o
Phoenix,2,4,https://www.youtube.com/watch?v=02HxNjgPyZI
Mary Anne Hobbs,1,1,https://www.youtube.com/watch?v=O902DRe2LFA
Urge Overkill,1,1,https://www.youtube.com/watch?v=6P9dQlak36w
Final Spins,5,5,https://www.youtube.com/watch?v=Rattx8SVJFk
Bonnie Prince Billy,2,4,https://www.youtube.com/watch?v=jIbNKTAUe0s
Rocky Votolato,5,5,https://www.youtube.com/watch?v=SR1P5Srz6hg
J. Cole,1,1,https://www.youtube.com/watch?v=ij7Kw2Kc2UM
Ben Harper,5,5,https://www.youtube.com/watch?v=seMchmXIO-Q
Charles Bradley and The Menahan Street Band,3,3,https://www.youtube.com/watch?v=2im8Lx34K0I
The Ballroom Thieves,10,10,https://www.youtube.com/watch?v=gX6ye7N0ngU
There's Talk,1,1,https://www.youtube.com/watch?v=im3iK6GoOSE
DJ Khaled,1,1,https://www.youtube.com/watch?v=Q7FqeqTpeRo
Jennifer Hall,1,1,https://www.youtube.com/watch?v=2Ub04t3hNxA
Lenny Kaye,1,1,https://www.youtube.com/watch?v=1X_1mhRf374
Dark Meat,1,1,https://www.youtube.com/watch?v=MrW0w2Bq53U
Implants,5,5,https://www.youtube.com/watch?v=RHprDsucqg8
Motopony,11,22,https://www.youtube.com/watch?v=cqVA1f6F2NM
Bootsy Collins,1,1,https://www.youtube.com/watch?v=aMGMMCfBQ34
Field Trip,1,1,https://www.youtube.com/watch?v=XhFFkNgaFao
Derek Nelson and The Musicians,1,1,https://www.youtube.com/watch?v=46KxuKupVqw
S,4,4,https://www.youtube.com/watch?v=MSW18qLixp0
Cobra Starship,1,1,https://www.youtube.com/watch?v=f71APGYfDhg
Freedom Fry,5,5,https://www.youtube.com/watch?v=j-B-_FZfQwQ
Andra Day,1,1,https://www.youtube.com/watch?v=W3MaEAhXESs
Prime Minister Justin Trudeau,1,1,https://www.youtube.com/watch?v=vUAFT_0vKII
Terence Blanchard,1,1,https://www.youtube.com/watch?v=hNw5kna518E
Ana Tijoux,2,4,https://www.youtube.com/watch?v=Lmp7QfUanao
Cotton Jones,3,3,https://www.youtube.com/watch?v=5CkvBpaON0Y
Betsy Olson,4,4,https://www.youtube.com/watch?v=zjQDucqTOZI
JEFF The Brotherhood,7,21,https://www.youtube.com/watch?v=LN-g1Beb9UE
Willie J Healey,1,1,https://www.youtube.com/watch?v=loFnEki2-14
Rancid,1,1,https://www.youtube.com/watch?v=LuesBCviK5U
Liam Finn & EJ Barnes,1,1,https://www.youtube.com/watch?v=lwpHpkv5_bw
The Chris Robinson Brotherhood,1,1,https://www.youtube.com/watch?v=RduHLABYc_o
Adult Mom,7,7,https://www.youtube.com/watch?v=55RoLddSBa4
Strange Americans,5,5,https://www.youtube.com/watch?v=mrqxx7LAYsU
Strange Wilds,5,5,https://www.youtube.com/watch?v=q4KIa8xZXdk
Aurora,1,1,https://www.youtube.com/watch?v=evBgLWQwAFA
Kali Uchis,1,1,https://www.youtube.com/watch?v=OEx17196WPE
Iggy Pop,1,1,https://www.youtube.com/watch?v=inXcIcblLDI
Menomena,9,9,https://www.youtube.com/watch?v=LYj8ZpHssjs
Ought,5,5,https://www.youtube.com/watch?v=s_fIFGG9b6Q
Who Knew,6,6,https://www.youtube.com/watch?v=EN-lh9BT214
Chadwick Stokes,5,10,https://www.youtube.com/watch?v=29ZbS5ItylM
Crocodiles,9,9,https://www.youtube.com/watch?v=p5r777dLYmg
John Grant,11,22,https://www.youtube.com/watch?v=PZosMzOdtUI
Raphael Saadiq,11,22,https://www.youtube.com/watch?v=lyN28zdXQxc
Nanami Ozone,1,1,https://www.youtube.com/watch?v=TO_2rnhTT4k
Suburban Living,5,5,https://www.youtube.com/watch?v=thfnF3Pke9o
Navvi,2,2,https://www.youtube.com/watch?v=khqC7-ZPkYQ
Re-Ignition,6,6,https://www.youtube.com/watch?v=J8SWFi-rmzc
Bottomless Pit,5,5,https://www.youtube.com/watch?v=8IpoAO3CdAQ
Geographer,9,18,https://www.youtube.com/watch?v=rL6CtbQAaqg
Young Galaxy,2,2,https://www.youtube.com/watch?v=gpUcQj9giu8
Lo Moon,1,1,https://www.youtube.com/watch?v=BVnUddPsVRk
Flipper,1,1,https://www.youtube.com/watch?v=KACOwlU58QQ
BellaMaine,5,5,https://www.youtube.com/watch?v=9RQtP2NmHLI
Open Mike Eagle,6,12,https://www.youtube.com/watch?v=CeBXS7FGk4g
MASZER,10,10,https://www.youtube.com/watch?v=wB3hQpjxJdQ
Daniel Champagne,4,4,https://www.youtube.com/watch?v=AcGP_ffTGLA
Western Haunts,5,5,https://www.youtube.com/watch?v=M49YIwe9g0I
Jackson Boone,5,5,https://www.youtube.com/watch?v=QEjGKAQM3oo
Moon King,1,1,https://www.youtube.com/watch?v=ndmyDUOAzJk
Lonesome Shack,5,5,https://www.youtube.com/watch?v=Iv_v9WlS3w4
Wilderado,5,5,https://www.youtube.com/watch?v=yU9FaM4QMLg
The Corin Tucker Band,3,3,https://www.youtube.com/watch?v=VHUJeYMz52Y
Land Lines,2,4,https://www.youtube.com/watch?v=VauD0N2KerQ
Real Numbers,5,5,https://www.youtube.com/watch?v=Ms5Ep0StN-E
POLO & Kamandi,1,1,https://www.youtube.com/watch?v=_fKsBNuD-KM
fthrsn,1,1,https://www.youtube.com/watch?v=8TRpczXmrw4
Christian Scott Quintet,1,1,https://www.youtube.com/watch?v=7OvmUMvu2WE
The Front Bottoms,7,14,https://www.youtube.com/watch?v=4fo0ir_FSkI
Lindsay Lou & the Flatbellys,4,4,https://www.youtube.com/watch?v=vJewdiKYq-8
Hans Zimmer,1,1,https://www.youtube.com/watch?v=grzrLAEcbhQ
Young Fathers,10,20,https://www.youtube.com/watch?v=fIKmRHR-Fi4
Black Pistol Fire,10,20,https://www.youtube.com/watch?v=xu_9ASyCnjA
Cloud Nothings,15,30,https://www.youtube.com/watch?v=vZlp8PqkKlA
[PHYSICS],1,1,https://www.youtube.com/watch?v=jIO4M23BH5E
Girls,2,4,https://www.youtube.com/watch?v=diot8nwHe78
Past Lives,3,3,https://www.youtube.com/watch?v=mxduQ9SRVN8
Juana Molina,10,20,https://www.youtube.com/watch?v=2Td4w1WYdaQ
Angel Haze,1,1,https://www.youtube.com/watch?v=ycV2qVMMrVI
Jason Vieaux And Yolanda Kondonassis,1,1,https://www.youtube.com/watch?v=v-xghWkpqmU
Joe Hertler & The Rainbow Seekers,7,7,https://www.youtube.com/watch?v=LNMxpBzv3Fg
King Khan & The Shrines,9,9,https://www.youtube.com/watch?v=OfLShT9ZRpA
Purity Ring,7,21,https://www.youtube.com/watch?v=9tuKkeQDSek
Clap Your Hands Say Yeah,11,11,https://www.youtube.com/watch?v=iVf8_jMxGpU
Shabazz Palaces,11,22,https://www.youtube.com/watch?v=GsJ7Dw5wxWs
Sondre Lerche,11,22,https://www.youtube.com/watch?v=KNHqv_FDWao
The Fiery Furnaces,2,4,https://www.youtube.com/watch?v=wQaGFhHGARo
Immortal Technique,1,1,https://www.youtube.com/watch?v=KHW4k_Ny74A
Trevor,1,1,https://www.youtube.com/watch?v=hmGIv1Kt574
A Place To Bury Strangers,1,1,https://www.youtube.com/watch?v=egGglMAPpVA
Wil Campa y su Gran Union,5,5,https://www.youtube.com/watch?v=mrkE-ic-Whk
Bleached,9,9,https://www.youtube.com/watch?v=AR-hESk4JcU
Peach Pit,7,14,https://www.youtube.com/watch?v=UMaAF2WTK1A
Tal National,10,10,https://www.youtube.com/watch?v=o7vDNO-nyyQ
Death From Above 1979,2,2,https://www.youtube.com/watch?v=h-DPYG215Uw
Serena-Maneesh,1,1,https://www.youtube.com/watch?v=xMh3Amnlcv0
NO [BLACK ENGLISH],4,4,https://www.youtube.com/watch?v=0RaYriYb0Go
Concord America,7,7,https://www.youtube.com/watch?v=ZgxWlGUDUEk
Owl John,5,5,https://www.youtube.com/watch?v=J7Kn75eQ1yM
Spinderella,1,1,https://www.youtube.com/watch?v=_mUmlLc09qY
Diamond Rings,4,4,https://www.youtube.com/watch?v=KqdN0BJVoa8
Dolorean,4,4,https://www.youtube.com/watch?v=eXcNBBZZTos
El Ten Eleven,13,26,https://www.youtube.com/watch?v=nY554RMwHpM
Pony Time,7,7,https://www.youtube.com/watch?v=1m7cEYcJU0c
The Head And The Heart,1,1,https://www.youtube.com/watch?v=Ero6mzzovl4
Adam Haworth Stephens,1,1,https://www.youtube.com/watch?v=AumVFyMiEyc
Lianne La Havas,2,2,https://www.youtube.com/watch?v=xGDSt2cTm6g
together PANGEA,5,5,https://www.youtube.com/watch?v=NxIW0LuoJe0
Midnight Masses,2,2,https://www.youtube.com/watch?v=iCtJRPcK2Uo
Pierre Trudeau,1,1,https://www.youtube.com/watch?v=UNWbSp092ME
Tortoise,2,2,https://www.youtube.com/watch?v=3sXKVKDLdN0
OMD,8,16,https://www.youtube.com/watch?v=mPVY0E0ovoQ
Jack Wilson,4,4,https://www.youtube.com/watch?v=tqs5kqTe-kw
Wild Beasts,3,3,https://www.youtube.com/watch?v=zi1J_u-ggQs
Prima Donna,1,1,https://www.youtube.com/watch?v=EeCsQ-zKnss
Dowsing,7,7,https://www.youtube.com/watch?v=kTYwznSTBtE
Those Darlins,3,3,https://www.youtube.com/watch?v=4wWjjA6duy0
Shooter Jennings,1,1,https://www.youtube.com/watch?v=YVWLOJnrceE
Gus Gus,4,4,https://www.youtube.com/watch?v=eZo_Y_-iJd8
High Highs,8,16,https://www.youtube.com/watch?v=uIUGfJKCqmg
Mighty Boosh,1,1,https://www.youtube.com/watch?v=Cp5RqNLeyZM
Kal Cahoone,4,4,https://www.youtube.com/watch?v=ckrxZ4-ovDg
Daniel Ellsworth & The Great Lakes,6,6,https://www.youtube.com/watch?v=u0dlz1kbDY0
Borko,8,8,https://www.youtube.com/watch?v=_OP779nrjCg
Miike Snow,1,1,https://www.youtube.com/watch?v=q8bRNrbGU4U
Wolf Parade,7,7,https://www.youtube.com/watch?v=8n9DnTew0Wg
PAWS,15,30,https://www.youtube.com/watch?v=GptiaTtw11o
Danny Newcomb & the Sugarmakers,5,5,https://www.youtube.com/watch?v=JM41afCdcr0
Ardency,1,1,https://www.youtube.com/watch?v=wZ-M9UAufOM
Exene Cervenka,1,1,https://www.youtube.com/watch?v=DSm6qWt-XmI
Peter Bjorn and John,10,20,https://www.youtube.com/watch?v=RwhHhgzqi2c
Speedy Ortiz,9,18,https://www.youtube.com/watch?v=Y15YLVZnsnE
How To Dress Well,9,18,https://www.youtube.com/watch?v=pjOpRDFqK0s
Lady Lamb,5,5,https://www.youtube.com/watch?v=lMi6n5Do3Mk
Bloc Nation,1,1,https://www.youtube.com/watch?v=V3DW7-Gou10
MØ,1,1,https://www.youtube.com/watch?v=jStqx4gHtu4
Maurice 'Mobetta' Brown & SOUL'D U OUT,5,5,https://www.youtube.com/watch?v=KrVmHeHTwcU
Tiny Moving Parts,6,6,https://www.youtube.com/watch?v=59c30OLxPyA
Foster The People,1,1,https://www.youtube.com/watch?v=kMnDHUKGMWs
Raul Midón,5,5,https://www.youtube.com/watch?v=urmnRNxP7-A
Residuels,4,4,https://www.youtube.com/watch?v=-lPsAInziA8
Jake Schepps' Expedition Quartet,1,1,https://www.youtube.com/watch?v=4CP2ur8IJxo
The Kraken Quartet,5,5,https://www.youtube.com/watch?v=irJf1Ygu-7o
Slingshot Dakota,3,3,https://www.youtube.com/watch?v=-xaUwMndk3o
TORRES,9,9,https://www.youtube.com/watch?v=kYV-hKL2cRo
Orbital,5,5,https://www.youtube.com/watch?v=SBlyjoBBCHU
Calexico,12,12,https://www.youtube.com/watch?v=1mdr8LcnKFA
Will Jordan,5,5,https://www.youtube.com/watch?v=y__ZwfWiFsE
The Fame Riot,5,5,https://www.youtube.com/watch?v=0b2wWtZNsCU
Revolver,5,10,https://www.youtube.com/watch?v=aSAWmLi5g_Q
Holy Esque,5,5,https://www.youtube.com/watch?v=ja71ept--tI
Run River North,1,1,https://www.youtube.com/watch?v=jNTDUtkT0us
Edgar Wright,1,1,https://www.youtube.com/watch?v=2fcc-uuVelE
Getz Moa,1,1,https://www.youtube.com/watch?v=9EAMBWLxV2E
Hounds Of The Wild Hunt,5,5,https://www.youtube.com/watch?v=YpYF5qRwzS8
Thomas Mulcair,1,1,https://www.youtube.com/watch?v=y4LPaqcYuas
Paolo Angeli,1,1,https://www.youtube.com/watch?v=A805D9CVAr0
Ghost of Paul Revere,5,5,https://www.youtube.com/watch?v=6zs7DqXe3BM
Through the Roots,9,9,https://www.youtube.com/watch?v=qfAJE9iSzUE
NAVVI,5,5,https://www.youtube.com/watch?v=yb04-WQnDqc
New Multitudes,1,1,https://www.youtube.com/watch?v=x85ZsLbAilU
Terra Lightfoot,5,5,https://www.youtube.com/watch?v=aYdMg2r39gw
Bigelf,1,1,https://www.youtube.com/watch?v=LrU8jFOayRk
A Sunny Day In Glasgow,5,5,https://www.youtube.com/watch?v=P6NFcPTeEp8
Japandroids,5,5,https://www.youtube.com/watch?v=VeVUWMwR6Pg
The Jealous Sound,5,5,https://www.youtube.com/watch?v=IbjYcHUyXw8
Sun Glitters,1,1,https://www.youtube.com/watch?v=Igt0PauFpfM
A Loss for Words,2,2,https://www.youtube.com/watch?v=XVHXkMjNjPk
Zoe Muth,5,5,https://www.youtube.com/watch?v=H2f-CTKT0Jk
Jessie Ware,2,4,https://www.youtube.com/watch?v=xtcvOEyZcIU
Iestyn Davies,1,1,https://www.youtube.com/watch?v=YuwvUoD3Og8
The Strypes,1,1,https://www.youtube.com/watch?v=sJFp_Wg8E28
Foxes in Fiction,1,1,https://www.youtube.com/watch?v=YeNXFVev8Jg
Amy Helm,4,4,https://www.youtube.com/watch?v=zaopHx-n0A8
Benoît Pioulard,1,1,https://www.youtube.com/watch?v=zPG4aI4KN20
Lucinda Williams,6,12,https://www.youtube.com/watch?v=3z9fuH4xMuw
Stickup Kid,6,6,https://www.youtube.com/watch?v=Sp_wrBHRqNE
Passafire,8,8,https://www.youtube.com/watch?v=cquVaC1ydPc
Moving Mountains,1,1,https://www.youtube.com/watch?v=S4oDtNedm-4
Gem Club,1,1,https://www.youtube.com/watch?v=0HK1KhJgUs4
Sleaford Mods,6,6,https://www.youtube.com/watch?v=pib_cTazfxg
Billy Strings & Don Julin,4,4,https://www.youtube.com/watch?v=-Aa5NREb318
Dumb Waiter,5,5,https://www.youtube.com/watch?v=1HpqhqLp5Ao
Dana Buoy,5,5,https://www.youtube.com/watch?v=jsp9zdHvEOM
King Khan and BBQ Show,5,5,https://www.youtube.com/watch?v=CpzWGKb9zys
Phylicia Rashad,1,1,https://www.youtube.com/watch?v=MoXQ_MdIBEs
Alisa Weilerstein,1,1,https://www.youtube.com/watch?v=kuiQ5tt0iI8
Chris Thile and Michael Daves,1,1,https://www.youtube.com/watch?v=F_CKeb2gPQ8
Deqn Sue,1,1,https://www.youtube.com/watch?v=GeZ_gq7DdsY
Endangered Blood,1,1,https://www.youtube.com/watch?v=3rHD1_kUC5E
Son Little,1,1,https://www.youtube.com/watch?v=q9xLciMB1RA
The Chameleons Vox,11,11,https://www.youtube.com/watch?v=3dydwMzXUeM
The Black Lips,1,1,https://www.youtube.com/watch?v=HnStq-64_vg
Joan Jett,1,1,https://www.youtube.com/watch?v=5nU9gLMxrPQ
Tomemitsu,1,1,https://www.youtube.com/watch?v=9yQDMVEr1DA
Fort Frances,5,5,https://www.youtube.com/watch?v=zqoIeskPYQI
From Indian Lakes,12,12,https://www.youtube.com/watch?v=5sROADl2wmI
Poliça,11,11,https://www.youtube.com/watch?v=O7zz-UJnNWo
Wand,5,5,https://www.youtube.com/watch?v=_WCAOL7UsXM
Federico Aubele,10,20,https://www.youtube.com/watch?v=1lc8mAiOUPA
Tall Friend,8,16,https://www.youtube.com/watch?v=PRst9Y57XyA
Lee Bains III & The Glory Fires,5,5,https://www.youtube.com/watch?v=ieJ38J2jMPo
Great Good Fine Ok,5,5,https://www.youtube.com/watch?v=9jO06z6wCdU
asdfhg.,8,8,https://www.youtube.com/watch?v=euDQzm6VN4w
Tegan And Sara,1,1,https://www.youtube.com/watch?v=1djpZqRRA7U
Alela Diane,8,8,https://www.youtube.com/watch?v=ZfmukjlO58A
Camp Cope,6,6,https://www.youtube.com/watch?v=KkOUhoB4SHg
Bedouine,1,1,https://www.youtube.com/watch?v=dMqFPJeK3wI
ODESZA,9,9,https://www.youtube.com/watch?v=wJkjS5JhPV0
Zaramela,5,5,https://www.youtube.com/watch?v=6Skb-eCfN50
Tei Shi,7,14,https://www.youtube.com/watch?v=mZX3HYVA3RM
Tim Minchin,1,1,https://www.youtube.com/watch?v=zGXXYyPyZWk
Gaby Moreno,1,1,https://www.youtube.com/watch?v=sIdRsY5HJGw
Cate Le Bon,2,4,https://www.youtube.com/watch?v=PFEhLCP6jzs
PUBLIC,6,6,https://www.youtube.com/watch?v=f-21rWLge8w
Country Lips,11,11,https://www.youtube.com/watch?v=SXdzLoO69tY
Xenoula,1,1,https://www.youtube.com/watch?v=V7eyX_dNViY
Daedelus & The Gaslamp Killer,1,1,https://www.youtube.com/watch?v=KIXUH5kk9Lg
You Blew It!,6,6,https://www.youtube.com/watch?v=fGxOzIVISac
Split Single,9,9,https://www.youtube.com/watch?v=sL0O-uiZxbU
Prime Minister Paul Martin,1,1,https://www.youtube.com/watch?v=fDCAMf87zlE
Sam Evian,2,2,https://www.youtube.com/watch?v=MsF1uOD_hJs
Sandman Viper Command,8,8,https://www.youtube.com/watch?v=i7eA76HSQqg
Bill Frisell,3,9,https://www.youtube.com/watch?v=CkbSDwwdu0w
Bobby Patterson,3,3,https://www.youtube.com/watch?v=F_zXi835yis
Gabriel Mintz,4,4,https://www.youtube.com/watch?v=3YsgxEETn8s
Stellastarr*,1,1,https://www.youtube.com/watch?v=9BFVI_N1PkU
Gardens & Villa,1,1,https://www.youtube.com/watch?v=4tiUSua6iAo
Jason Mewes,1,1,https://www.youtube.com/watch?v=0kM8EAyl1_w
Arnold Schwarzenegger,1,1,https://www.youtube.com/watch?v=1j3Mo9ODsUM
Houndmouth,5,5,https://www.youtube.com/watch?v=os8_3hY10eU
Anna von Hausswolff,4,4,https://www.youtube.com/watch?v=uFE1Vi5V1WE
Fang Island,19,57,https://www.youtube.com/watch?v=tOMldINV8zI
Guðrið Hansdóttir,1,1,https://www.youtube.com/watch?v=zUKP7NVD0_k
Stella McCartney,1,1,https://www.youtube.com/watch?v=_mawf1WYPkE
Willie Watson,5,5,https://www.youtube.com/watch?v=Y-fAOydbg38
Bailiff,7,7,https://www.youtube.com/watch?v=dFRRIbBoXok
Slayer,2,2,https://www.youtube.com/watch?v=Ji23hYiq0Hk
